nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm00062461	A.R. Rahman	1967	\N	music_artist,composer,soundtrack	tt3148502,tt1010048,tt0169102,tt1839596	https://image.tmdb.org/t/p/{width_variable}/3po8IwdtONY72BuXr7ZhZZ0ugxQ.jpg
nm00062901	Howard Shore	1946	\N	music_department,soundtrack,composer	tt0338751,tt14549466,tt0120737,tt1480656	https://image.tmdb.org/t/p/{width_variable}/nJ606tXnL8vDVHi7qavrV292ljt.jpg
nm00062951	Bruce Smeaton	1938	\N	composer,music_department,soundtrack	tt0073540,tt0071282,tt0073074,tt0093886	\N
nm00063151	Jean-Marie Sénia	1947	\N	composer,music_department,actor	tt0109721,tt0759652,tt0099607,tt1809792	\N
nm00063321	Didier Vasseur	1946	2004	composer,music_department,actor	tt0077241,tt0351173,tt0210504,tt0172014	\N
nm00063391	Stephen Warbeck	1953	\N	composer,music_department,actor	tt0249462,tt0377107,tt9056822,tt0138097	https://image.tmdb.org/t/p/{width_variable}/iJkawULBeCQmEH3lOwDQwDNuNAG.jpg
nm00063441	Paul Zaza	1952	\N	composer,music_department,soundtrack	tt0085334,tt0079592,tt0084522,tt0081383	\N
nm00063571	Daniel Schmid	1941	2006	director,writer,actor	tt0093302,tt0086928,tt0075169,tt0082510	https://image.tmdb.org/t/p/{width_variable}/1ETvbiExNRPLEbhejAvuflmOqie.jpg
nm00064451	Éric Rohmer	1920	2010	director,writer,actor	tt0137439,tt0065772,tt0064612,tt0086087	https://image.tmdb.org/t/p/{width_variable}/4VUnQk2yA6m58uak9LguIAzZ8Re.jpg
nm00065091	Rodrigo Prieto	1965	\N	cinematographer,director,actor	tt0993846,tt1024648,tt0388795,tt0449467	https://image.tmdb.org/t/p/{width_variable}/5h2U70z7OS5Rb2PdrPpjo35eWCl.jpg
nm00065701	Russell Boyd	1944	\N	cinematographer,camera_department,director	tt0073540,tt0076299,tt0311113,tt0082432	\N
nm00065731	Philippe Leroy	1930	\N	actor	tt0055432,tt0071910,tt0100263,tt0054407	https://image.tmdb.org/t/p/{width_variable}/d4hTg6vJpsUuzDz8iByBXs6B3Mv.jpg
nm00068091	Stephen Tolkin	\N	\N	writer,producer,director	tt6467294,tt0758737,tt0844653	https://image.tmdb.org/t/p/{width_variable}/uo0efRNUQGbKJSqNPOxs0uSJxiv.jpg
nm00068411	Udayan Prasad	1953	\N	director,producer,actor	tt0112586,tt2711738,tt0119743,tt0954990	\N
nm00068421	Julio Alemán	1933	2012	actor,producer,soundtrack	tt0065630,tt0282127,tt0245846,tt0065798	https://image.tmdb.org/t/p/{width_variable}/vC7pjqqLfQRNhvZxKqdcTyOSHIP.jpg
nm00068541	Roger Spottiswoode	1945	\N	director,producer,editorial_department	tt0120347,tt0216216,tt0096098,tt0083511	https://image.tmdb.org/t/p/{width_variable}/ofSwHS4FtNtKO70LHqXdOgU67iP.jpg
nm00069311	J.R. Bookwalter	1966	\N	producer,editor,actor	tt0100503,tt0127136,tt0107764,tt0104463	https://image.tmdb.org/t/p/{width_variable}/pl0KGkH2rUS2FEP7LyWdcMHNgF4.jpg
nm00069451	Helmut Berger	1949	\N	actor,director,writer	tt0220074,tt0806901,tt0090977,tt0100244	https://image.tmdb.org/t/p/{width_variable}/3aBJZgt4l3AkP4NRG2Q7PMeS0k4.jpg
nm00069841	Ben Feitelson	\N	\N	actor,producer,writer	tt3212846,tt0078346,tt0365686,tt0416411	\N
