nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm01498221	Mithun Chakraborty	1950	\N	actor,music_department,miscellaneous	tt0499375,tt2283748,tt8108268,tt1980986	https://image.tmdb.org/t/p/{width_variable}/4z8c5YAe0TCkEZNHXWlKxNTD8sV.jpg
nm01500571	Christian de Chalonge	1937	\N	director,writer,assistant_director	tt0063535,tt0115649,tt0077175,tt0082701	https://image.tmdb.org/t/p/{width_variable}/rF4RC4k468qVJZT5la1bpBYAtMv.jpg
nm01504531	Terry Chambers	\N	\N	sound_department,editor,editorial_department	tt0112804,tt0075783,tt0074383,tt0092240	\N
nm01508211	Charine Chan	1967	\N	actress,producer,director	tt0107544,tt8228588,tt0100045,tt0104552	https://image.tmdb.org/t/p/{width_variable}/Rk2vhHxx4hKA9PLBFu65zFVCIH.jpg
nm01508621	Dennis Chan	1949	\N	actor,producer,writer	tt0102202,tt0097659,tt0104609,tt1258972	https://image.tmdb.org/t/p/{width_variable}/wW90J7wyACpndFPgwq5TFtyKHaO.jpg
nm01508881	Fei-Lit Chan	1940	2021	composer,music_department	tt0105859,tt0073812,tt0102293,tt0100047	\N
nm01508941	Frankie Chan	1951	\N	composer,actor,director	tt0112913,tt0091140,tt0109424,tt0106409	https://image.tmdb.org/t/p/{width_variable}/7QhbscCqK0yVzL22H8fdQsI9ezb.jpg
nm01509121	Henry Chan	\N	\N	cinematographer,camera_department,director	tt0079886,tt0380869,tt0113326,tt0084056	\N
nm01509711	Ki-Hop Chan	\N	\N	editor,editorial_department	tt1330525,tt0351887,tt0288045,tt0157366	\N
nm01509731	Kenneth Chan	\N	\N	actor,assistant_director,producer	tt0330323,tt0120115,tt0117760,tt0874636	https://image.tmdb.org/t/p/{width_variable}/xA41hprmw5xoZHR0OAT2mxsJA2F.jpg
nm01509811	Koon-Chung Chan	\N	\N	actor,writer,miscellaneous	tt0100023,tt0087137,tt0084248,tt0093944	\N
nm01509941	Chit-Man Chan	\N	\N	actor,director,writer	tt0111797,tt0431045,tt9083060,tt0111791	https://image.tmdb.org/t/p/{width_variable}/5pnpmMTTKb7SLdnwB9epfm42vub.jpg
nm01509951	Wing-Chan Leung	\N	\N	editor,editorial_department,director	tt0399762,tt0202557,tt7630210,tt0182838	\N
nm01510601	Otto Chan	\N	\N	director,producer,stunts	tt0102161,tt0115010,tt0098707,tt0109346	\N
nm01510681	Philip Chan	1945	\N	actor,writer,director	tt0088107,tt0091940,tt0104684,tt0104558	https://image.tmdb.org/t/p/{width_variable}/2eEbrWbpdm8EHvhQsjmpIu3wjlt.jpg
nm01511551	Michael Wai-Man Chan	1946	\N	actor,stunts,director	tt0079265,tt0076550,tt0083769,tt7559006	https://image.tmdb.org/t/p/{width_variable}/n5zkWo5LFGV0GzW3N2IKss8mcqr.jpg
nm01514341	Michael Chandler	\N	\N	editor,writer,director	tt0206758,tt2452352,tt0086879,tt1006905	\N
nm01514631	Simon Chandler	1953	\N	actor	tt1504320,tt0086993,tt0077869,tt0120483	https://image.tmdb.org/t/p/{width_variable}/uqiDrIp84VEJY3vPCr95Cxp4mKY.jpg
nm01516531	Cheh Chang	1923	2002	director,writer,music_department	tt0080621,tt0060350,tt0065450,tt0097984	https://image.tmdb.org/t/p/{width_variable}/hMNZmmw1LjIqf0SCDaPeYf5XuH7.jpg
nm01518271	Sylvia Chang	1953	\N	actress,writer,director	tt0092301,tt7479718,tt0215240,tt0397229	https://image.tmdb.org/t/p/{width_variable}/iJumm97qfP9N50uo9CT6Fmc6GnH.jpg
nm01518701	Jung-Shu Chen	1940	2005	cinematographer,camera_department,sound_department	tt0105845,tt0187015,tt2359069,tt1859500	\N
nm01520491	Lu-Chiang Chao	\N	\N	assistant_director,actor,director	tt0084551,tt0089374,tt0106841,tt17037688	\N
nm01524091	John Chapman	\N	\N	producer	tt0297626,tt1804877,tt0472984,tt5571524	\N
nm01532231	Sylvaine Charlet	\N	\N	actress,composer	tt0080039,tt0072932,tt0074868,tt0068205	https://image.tmdb.org/t/p/{width_variable}/t5Y5aLytxdas5EMVTqf93pyYw7j.jpg
nm01532891	Elspeth Charlton	1944	\N	actress	tt0820333,tt0224902,tt0115355,tt1597522	\N
nm01535461	Leslie Charteris	1907	1993	writer,music_department,actor	tt0055701,tt0037859,tt0033014,tt0120053	\N
nm01539731	Lyuben Chatalov	1950	\N	actor	tt9090294,tt0252534,tt0283524,tt0324174	https://image.tmdb.org/t/p/{width_variable}/2s5l5Ot26gtzBo6oTXEXzJL5vcS.jpg
nm01540931	Bertrand Chatry	1952	2002	cinematographer,camera_department	tt0109721,tt0151137,tt0138122,tt0284229	\N
nm01542991	Emmanuelle Chaulet	\N	\N	actress,director,writer	tt0443658,tt9686126,tt0099014,tt0092550	https://image.tmdb.org/t/p/{width_variable}/chPJ6A3Gha4XjJhlui0ckQjcoaF.jpg
nm01543201	Sarah Chaumette	\N	\N	actress	tt0102140,tt10404944,tt0106389,tt13285394	\N
nm01543241	Igor Chaun	1963	\N	director,writer,assistant_director	tt0939820,tt13417102,tt1028573,tt0102774	\N
nm01544281	Béatrice de Chavagnac	\N	\N	editorial_department,camera_department,editor	tt12642334,tt0165550,tt0809273,tt0384790	\N
nm01550091	Anton Chekhov	1860	1904	writer,soundtrack,actor	tt0037325,tt0057603,tt15413262,tt2758880	https://image.tmdb.org/t/p/{width_variable}/jQlZSJWHZTZrBvSfqb8me8S8peP.jpg
nm01550341	Mary Chelde	\N	\N	producer	tt0067460,tt0815353,tt6334624	\N
nm01551631	Po-Wen Chen	1953	\N	editor,editorial_department,producer	tt0244316,tt0109685,tt0200689,tt0885531	https://image.tmdb.org/t/p/{width_variable}/beXskPZupY5mpFrqi3Lt3Jh24Qi.jpg
nm01554081	Wancai Chen	\N	\N	cinematographer	tt13926128,tt0093989,tt0083345,tt0091377	\N
nm01554551	Cheuk Yan Chan	\N	\N	actress	tt0096885,tt0097713,tt0094857,tt0105619	https://image.tmdb.org/t/p/{width_variable}/9jo2gLFVOUWVyOLMhWCv7mkQkpO.jpg
nm01555311	Cheng Ah	1949	\N	writer,actor	tt3508840,tt1315903,tt0332831,tt0087301	https://image.tmdb.org/t/p/{width_variable}/fh4pIzunFWGi2WBZpeichf05TYv.jpg
nm01555461	Carol 'Do Do' Cheng	1957	\N	actress	tt0096490,tt0101442,tt0099558,tt0085697	\N
nm01555871	Kent Cheng	1951	\N	actor,director,producer	tt0101490,tt1386932,tt2888046,tt0089259	https://image.tmdb.org/t/p/{width_variable}/rQRr8QvdkUsQVhchdUtiTznVVff.jpg
nm01555931	Lawrence Cheng	1954	\N	actor,writer,producer	tt1517633,tt3898860,tt0379874,tt0325655	https://image.tmdb.org/t/p/{width_variable}/d9F8HbTfkofQFS5CkS1cKykxrqa.jpg
nm01555981	Jingle Ma	1957	\N	cinematographer,director,writer	tt0116704,tt0113326,tt0117905,tt1308138	https://image.tmdb.org/t/p/{width_variable}/8KXb6kAFvA9S5efmZdIPVGTZ0Jz.jpg
nm01555991	Mark Cheng	1964	\N	actor	tt1010012,tt0088686,tt0499556,tt0284235	https://image.tmdb.org/t/p/{width_variable}/sMLzRjTYJYeTjTE09XjVHHB8Ddx.jpg
nm01556241	Siu-Keung Cheng	1952	\N	cinematographer,director,writer	tt0434008,tt14032696,tt10283270,tt2076298	\N
nm01557131	Bei-Dak Cheong	\N	\N	editor	tt0096461,tt0088267,tt0098710,tt0100984	\N
nm01558621	Eddy Cherki	\N	\N	producer	tt0482030,tt0338411,tt1111974,tt0172014	\N
nm01559891	Igor Chernykh	1932	2020	cinematographer,writer,camera_department	tt0076066,tt0233877,tt0061211,tt0062759	\N
nm01561541	Aleksandr Chervinsky	1938	\N	writer	tt0164187,tt0068470,tt0079999,tt5460406	\N
nm01562281	Patrick Chesnais	1946	\N	actor,director,writer	tt0095511,tt0119923,tt2379318,tt0401383	https://image.tmdb.org/t/p/{width_variable}/g0eY9xGHUCIZBJj0QfxNnZQcH98.jpg
nm01564671	Dicky Cheung	1965	\N	actor,music_department	tt0108593,tt1459024,tt0107460,tt0106545	https://image.tmdb.org/t/p/{width_variable}/b2a2h0Xz4pDk7B0WDFADvzc5S1g.jpg
nm01565091	Kwok Leung Cheung	\N	\N	actor	tt0121617,tt0100968,tt0092263,tt0103602	\N
nm01565221	Man Cheung	1967	\N	actress,miscellaneous,assistant_director	tt0104770,tt0103045,tt0097244,tt0100963	https://image.tmdb.org/t/p/{width_variable}/mHu0edLezIp5gPYzPX7w4d2Iw15.jpg
nm01568751	Charlie Chin	1948	\N	actor	tt1440148,tt1205520,tt0090342,tt0089177	https://image.tmdb.org/t/p/{width_variable}/zFFZ6iZQtfYD1HONS2AoRBb9e4.jpg
nm01569011	Chi Yu	\N	\N	cinematographer	tt0070274,tt0071189,tt0200526,tt0164518	\N
nm01569021	Chi Jan Ha	\N	\N	actress	tt0103296,tt0097535,tt0100968,tt0090956	https://image.tmdb.org/t/p/{width_variable}/60gIKtHtQ1OPnox6EmEcOBg3X5b.jpg
nm01569061	Marco Mak	\N	\N	editor,director,editorial_department	tt0098147,tt0103285,tt0165499,tt0105869	https://image.tmdb.org/t/p/{width_variable}/oBhxAJ7AR8TVlz9zjEHt9Chw3nc.jpg
nm01573921	Kei-Yee Chik	1957	\N	producer,director,actor	tt0096469,tt0102814,tt0891403,tt2165489	https://image.tmdb.org/t/p/{width_variable}/tqzySnsIP0xEdb97IUxUTBt64RG.jpg
nm01576201	Dieter Chill	1954	\N	cinematographer,writer,camera_department	tt0108829,tt0806910,tt0806901,tt0483086	\N
nm01576961	Kliment Chimidov	1949	\N	director,assistant_director	tt0098405,tt0082852,tt0298956,tt0263932	\N
nm01577851	Siu-Ho Chin	1963	\N	actor,music_department	tt0110200,tt0093307,tt0108281,tt0082153	https://image.tmdb.org/t/p/{width_variable}/6Xs2S8kF3pwDLXDmik02BwEmeCR.jpg
nm01578051	Elaine Jin	1954	\N	actress	tt0093845,tt6041030,tt4417522,tt0109685	https://image.tmdb.org/t/p/{width_variable}/eXhTJ8vMsflpvoU4lOWeFTahbVY.jpg
nm01579711	Paul Chun	1945	\N	actor,director,animation_department	tt0090952,tt0090940,tt1075419,tt0111770	https://image.tmdb.org/t/p/{width_variable}/v1G2sIZzKDBcex2nFKpNk9SVBD0.jpg
nm01581411	Paul Chiributa	\N	\N	actor	tt0082385,tt0264840,tt3150858,tt2332881	\N
nm01582191	David Chisholm	\N	\N	writer,producer	tt0158708,tt0111880,tt0098663,tt4196546	\N
nm01585551	Jirí Chlumecký	1963	\N	composer,soundtrack,actor	tt0099876,tt0097020,tt0095463,tt0845965	\N
nm01590521	John Chong	\N	\N	producer,miscellaneous,writer	tt1371111,tt0157366,tt1124052,tt0338564	https://image.tmdb.org/t/p/{width_variable}/du89FDdXNfxyp20afB3tZ1kAOtk.jpg
nm01592541	Irena Chorynska	1926	2010	editor,editorial_department	tt0082294,tt0052080,tt0066250,tt0056971	https://image.tmdb.org/t/p/{width_variable}/mcXzrV1BodHPXjeopoHVgXV1D86.jpg
nm01594021	Élie Chouraqui	1950	\N	director,writer,producer	tt0216799,tt0117023,tt0082963,tt0077943	https://image.tmdb.org/t/p/{width_variable}/6KlbzdqCt7NbDCVDESZTteUZSOn.jpg
nm01595071	Stephen Chow	1962	\N	actor,producer,writer	tt0373074,tt0940709,tt0109962,tt0286112	https://image.tmdb.org/t/p/{width_variable}/j5DWs54BGZfp92G43c9OyHPvkNG.jpg
nm01595141	Vivian Chow	1967	\N	actress,music_department	tt12047394,tt0102563,tt0103299,tt0096032	https://image.tmdb.org/t/p/{width_variable}/stzUBYaCNpUJ8zxqNQJgd4W6KPW.jpg
nm01595841	Ting-Ting Choi	\N	\N	writer,miscellaneous	tt0104553,tt0184076,tt0115024,tt0121427	\N
nm01602461	Dennis Christianson	\N	\N	director,writer,producer	tt2498726,tt0084015,tt0211526	\N
nm01605401	Anthony J. Christopher	\N	\N	director,producer,writer	tt0363549,tt0098100,tt0095140,tt0368102	\N
nm01605591	Frank Christopher	\N	\N	producer,editor,writer	tt0087468,tt0223271,tt0868532,tt2375751	\N
nm01606141	Richard Pepin	\N	\N	producer,cinematographer,writer	tt0138089,tt0116026,tt0115237,tt0263746	\N
nm01608231	Emily Chu	1960	\N	actress	tt0094357,tt0091091,tt0092263,tt0093258	https://image.tmdb.org/t/p/{width_variable}/aYXVaGG4vqtBVibF53s8yxLUNH5.jpg
nm01609001	Yen-Ping Chu	1950	\N	director,writer,producer	tt1239466,tt0115053,tt1328865,tt1825731	https://image.tmdb.org/t/p/{width_variable}/kuwtwIFDQbH1FagPPLMMweL0nl6.jpg
nm01610201	Catherine Hun	\N	\N	producer,miscellaneous,production_designer	tt0446313,tt2952602,tt2106741,tt0117575	\N
nm01611651	Wong Chun	1948	\N	actor,director,writer	tt6280256,tt0094874,tt9544742,tt0374184	https://image.tmdb.org/t/p/{width_variable}/JIDntwtQMapDsxaWAXzjluizre.jpg
nm01612751	Siu Chung Mok	1960	\N	actor,writer,director	tt0105839,tt0095543,tt0086607,tt6448954	\N
nm01615001	Inna Churikova	1943	2023	actress,soundtrack,writer	tt0107834,tt0086561,tt0100465,tt0347334	https://image.tmdb.org/t/p/{width_variable}/x67qdAQfPwcyBAn86I9SzqHmZm4.jpg
nm01615351	Viktor Chutak	1938	2009	actor	tt0173875,tt0266654,tt0265567,tt0172708	https://image.tmdb.org/t/p/{width_variable}/7q5TSLaSecwDU5DXBNlYj8GgN93.jpg
nm01615681	Maria Chwalibóg	1933	\N	actress	tt0049077,tt0074251,tt0082625,tt0071563	https://image.tmdb.org/t/p/{width_variable}/kAHJdFqvT6kNXCfsot2bHxqTTL0.jpg
nm01617121	Pierre-Laurent Chénieux	\N	\N	camera_department,cinematographer	tt0295675,tt0096968,tt1304873,tt0100784	\N
nm01617291	Ivana Chýlková	1963	\N	actress,soundtrack	tt0239184,tt0109625,tt2130161,tt0097020	https://image.tmdb.org/t/p/{width_variable}/2CUljunxQ4VY6W7Q4UBdpTYwLyw.jpg
nm01618231	John Cianetti	\N	\N	actor,writer,stunts	tt0098199,tt0324541,tt0183414,tt0103839	\N
nm01619621	Luigi Ciccarese	\N	\N	cinematographer,camera_department,producer	tt0092516,tt0423840,tt0194727,tt0098321	\N
nm01627171	Pierluigi Ciriaci	1946	2009	assistant_director,production_manager,writer	tt0099400,tt0094004,tt0101703,tt11892062	\N
nm01628781	Souleymane Cissé	1940	\N	director,writer,producer	tt0077198,tt0111651,tt0094349,tt0083942	https://image.tmdb.org/t/p/{width_variable}/xUgxedlEop1rbSCxl1arP5WKsaW.jpg
nm01632231	Estéban	\N	\N	actor,director,writer	tt5312862,tt8683198,tt7665654,tt1828995	https://image.tmdb.org/t/p/{width_variable}/amXtFeWybKgSn6kd1D9rgm6V1Vp.jpg
nm01632211	Philippe Clair	1930	2020	actor,writer,director	tt0077312,tt0096860,tt0226389,tt0078189	https://image.tmdb.org/t/p/{width_variable}/66a6RZKYJs82IVt9VFGirpWaBEj.jpg
nm01638631	Dick Clark	1929	2012	producer,actor,miscellaneous	tt0185049,tt0227538,tt0202179,tt0270288	https://image.tmdb.org/t/p/{width_variable}/5b0BckJqRZIwi1LcbuA8o2KPZTZ.jpg
nm01639741	Gloryette Clark	1934	2014	editor,writer,director	tt0086789,tt0071042,tt0072471,tt0063873	\N
nm01639901	Greydon Clark	1943	\N	director,actor,writer	tt0109545,tt0078778,tt0087258,tt0074214	https://image.tmdb.org/t/p/{width_variable}/hdw7lw4kTogVWnlDSvOUkyn7zUK.jpg
nm01641961	Lawrence Gordon Clark	1938	\N	director,producer,writer	tt0084053,tt0122339,tt0129669,tt0094611	https://image.tmdb.org/t/p/{width_variable}/kIw4PQjseVY5VSuCADgNYXYGimN.jpg
nm01649501	Philip L. Clarke	1938	2013	actor,producer,miscellaneous	tt0097757,tt0101414,tt0103639,tt0456931	https://image.tmdb.org/t/p/{width_variable}/lfCpXBpkHKOdtkXFBTwIvHh6xCx.jpg
nm01652351	Susan Claudia	\N	\N	writer	tt0094900,tt1787120	\N
nm01659651	Tom Clegg	1934	2016	director,camera_department,writer	tt0081144,tt12749392,tt0078351,tt0088133	https://image.tmdb.org/t/p/{width_variable}/7BHT2jkXr1Vzq5csNhGLabv6WuS.jpg
nm01659871	John Cleland	1710	1789	writer	tt0058088,tt0138433,tt0062958,tt0087237	\N
nm01664051	Gianfranco Clerici	1941	\N	writer,assistant_director,actor	tt0078935,tt0063537,tt0088100,tt0084719	\N
nm01675721	Sydney Coale	\N	\N	actress	tt0097004,tt0161457,tt0098127,tt0098749	https://image.tmdb.org/t/p/{width_variable}/qSRQjgBcWnAbBTaDUJRNJgHXznP.jpg
nm01679521	Roberto Cobo	1930	2002	actor,soundtrack,miscellaneous	tt0114485,tt0076336,tt0123051,tt0042804	https://image.tmdb.org/t/p/{width_variable}/aUDiMPbHJ8CkNVbm6C8y2OvqNKS.jpg
nm01679621	Germán Cobos	1927	2015	actor,miscellaneous	tt0450532,tt1035474,tt0060080,tt0057454	https://image.tmdb.org/t/p/{width_variable}/vl9F1tSoJ2jZFGX3GxWAMErcAeq.jpg
nm01693341	Didier Cohen	1952	\N	writer,miscellaneous	tt0809273,tt0090242,tt0261800,tt1175392	\N
nm01695401	Larry Cohen	1936	2019	writer,producer,director	tt0071675,tt0075930,tt0077756,tt0099026	https://image.tmdb.org/t/p/{width_variable}/5p1y0KKAVv5EK2XAfs9hsIMDiBq.jpg
nm01697851	Stanley Cohen	\N	\N	writer	tt0081145,tt0327909	\N
nm01701831	Victor Colani	1895	1957	actor	tt0830870,tt7417070,tt7417004,tt11272014	\N
nm01704071	Johan Colding	\N	\N	sound_department,director,writer	tt0102083,tt0316342,tt0099102	\N
nm01705041	Clifton Ko	1958	\N	actor,director,producer	tt0084775,tt0134836,tt3902214,tt9581518	https://image.tmdb.org/t/p/{width_variable}/viJiJss0ag4vYuyfiw46j4Yw2cj.jpg
nm01705771	Jackson Cole	\N	\N	actor	tt0112167,tt0115351,tt0095902,tt0108843	\N
nm01713401	Terry Coles	\N	\N	producer,script_department,miscellaneous	tt0090729,tt0762803,tt0497215,tt1245432	\N
nm01714011	Coley Music Group	\N	\N	composer	tt0097720	\N
nm01718291	Kenneth Colley	1937	\N	actor,director,writer	tt0086190,tt0079470,tt0083943,tt0080684	https://image.tmdb.org/t/p/{width_variable}/5eH380TIBWnjyCDCq3o7DUeZOsX.jpg
nm01721811	Boon Collins	\N	\N	writer,director,producer	tt0109033,tt0090578,tt0137180,tt0098372	\N
nm01726621	Ruth Collins	\N	\N	actress,producer,director	tt0228196,tt3151906,tt0096075,tt0108576	https://image.tmdb.org/t/p/{width_variable}/cxyA4kWJHjMJE3fyC5o2wwgu3Y2.jpg
nm01726971	Stuart Collins	\N	\N	writer	tt0096995	\N
nm01730651	Luis Colombo	\N	\N	cinematographer,camera_department,director	tt0090642,tt0090869,tt28354286,tt3357354	\N
nm01737901	Jacques Comets	\N	\N	editor,editorial_department,writer	tt0342222,tt0102147,tt7142506,tt0213933	\N
nm01738711	Rosalie Commentucci	\N	\N	composer	tt0099015	\N
nm01741351	François Comtet	\N	\N	production_designer,art_department,set_decorator	tt0110796,tt0217119,tt0120337,tt0083891	\N
nm01742231	Gino Concari	\N	\N	actor	tt9195896,tt0096959,tt0096749,tt0097845	https://image.tmdb.org/t/p/{width_variable}/HmTrA4LWAgsP2mLyRsvMNiiQNS.jpg
nm01742901	Fernando Conde	1952	\N	actor,camera_department	tt0376800,tt0085858,tt0297174,tt4136774	https://image.tmdb.org/t/p/{width_variable}/7ghXARjthyX8Yj6mxRpGEBe2IjY.jpg
nm01748601	Tim Conlon	\N	\N	actor	tt0925266,tt0098136,tt0496806,tt0109127	https://image.tmdb.org/t/p/{width_variable}/2spxhPR3kozQQNLXbr5ITTomDHc.jpg
nm01753891	Bill Connor	1949	\N	composer,music_department,soundtrack	tt11559472,tt1754656,tt2058617,tt0088591	\N
nm01753991	David Connor	\N	\N	music_department,composer,soundtrack	tt1284575,tt0401711,tt2404463,tt1478338	\N
nm01757311	Sydney Conrad Shapiro	\N	\N	costume_department,script_department,editorial_department	tt0097138,tt2281587,tt0107659,tt5090568	\N
nm01764011	Ugo Conti	1955	\N	actor,miscellaneous	tt0465682,tt0119794,tt0108059,tt0102426	https://image.tmdb.org/t/p/{width_variable}/sYPGa0VgYobdQkiJ3ELevIfm7lj.jpg
nm01766831	Frank Conway	\N	\N	production_designer,art_director,director	tt0120865,tt0099566,tt0117969,tt1785596	\N
nm01783571	Rowena Cooper	1935	\N	actress	tt0820333,tt0053759,tt0094525,tt0862620	https://image.tmdb.org/t/p/{width_variable}/A0F1anH5RR2mLVQvC8HqOC5atNF.jpg
nm01786161	Joan Copeland	1922	2022	actress	tt0176357,tt0119874,tt0328880,tt1134629	https://image.tmdb.org/t/p/{width_variable}/z0qihfXL6McofFreokXr3AjWTRf.jpg
nm01788011	Freddy Coppens	1946	\N	director,writer	tt0126764,tt0151513,tt0097204,tt0274338	\N
nm01795321	Maria Cordero	1954	\N	actress,music_department,soundtrack	tt0114905,tt0093435,tt0380291,tt0098155	https://image.tmdb.org/t/p/{width_variable}/4rg3srvLPOImX1rEKr38e0G3u76.jpg
nm01796721	Lorette Cordrie	\N	\N	writer	tt0097615	\N
nm01798551	Gloria Corica	\N	\N	writer	tt0094456,tt0114862,tt0203869,tt0119794	\N
nm01799591	Al Corley	1956	\N	actor,producer,soundtrack	tt0112883,tt3758814,tt0081856,tt1416801	https://image.tmdb.org/t/p/{width_variable}/7FYJ9s23DauPBo11cr81IaAjMEt.jpg
nm01802571	John Cornell	1941	2021	producer,actor,writer	tt0129705,tt0092493,tt0090555,tt0099018	https://image.tmdb.org/t/p/{width_variable}/lUALZt0ThDWeidPvZi0HJqW3wMa.jpg
nm01803251	Lee Cornes	\N	\N	actor,writer	tt0083505,tt0115220,tt0103376,tt0094439	https://image.tmdb.org/t/p/{width_variable}/fyqbnvZ7v9BlRUM7uqQvTTxwCBy.jpg
nm01805801	Jose Coronado	1957	\N	actor,soundtrack	tt1937149,tt0124958,tt1661862,tt9742794	https://image.tmdb.org/t/p/{width_variable}/9xo68HzH8n78Xv6gMzKK7XnjtHd.jpg
nm01806441	Eugene Corr	1947	\N	writer,director,assistant_director	tt0090934,tt0094812,tt0076514,tt3280234	\N
nm01810241	André Corriveau	\N	\N	editor,editorial_department,director	tt0078894,tt0116882,tt0103787,tt0091785	\N
nm01812021	Robert W. Cort	\N	\N	producer,executive	tt0096928,tt0094889,tt1340138,tt0113862	\N
nm01812101	Jacques Cortal	\N	\N	writer,director,actor	tt0081685,tt0485379,tt0304600,tt0309985	\N
nm01814961	Cosme Cortázar	1947	1995	actor	tt0454347,tt0095394,tt0101317,tt0368532	\N
nm01820381	Manuel Costa e Silva	1938	1999	cinematographer,director,production_manager	tt0176962,tt0103616,tt0097604,tt0089626	\N
nm01820801	Armando Costa	1933	1984	writer,actor,director	tt0200429,tt0186394,tt0201775,tt0085216	\N
nm01824651	Hellmuth Costard	1940	2000	director,writer,producer	tt0074756,tt0085472,tt0062727,tt0192727	\N
nm01827241	Oscar L. Costo	1953	\N	producer,production_manager,director	tt1620599,tt0106126,tt0465600,tt0108983	\N
nm01838811	Alex Courtney	\N	\N	actor	tt0076327,tt0110595,tt0077087,tt0106273	https://image.tmdb.org/t/p/{width_variable}/mA3BVn5pCYp2cFuuDzKsS5GmOuf.jpg
nm01849061	Anja Cox	\N	\N	editor	tt0806910,tt0085814,tt0383149,tt0131686	\N
nm01853291	Jonathan Coy	1953	\N	actor	tt0182408,tt15083184,tt0194947,tt0163964	https://image.tmdb.org/t/p/{width_variable}/4uUXlmQ7p8a8RpXowVI90j0reEj.jpg
nm01865251	Stefan Cantz	1956	\N	writer,location_management,producer	tt2390908,tt0806910,tt0102397,tt0939821	\N
nm01866641	Christian Cravero	1950	\N	music_department,soundtrack,actor	tt0096860,tt0092138,tt0085763,tt0089386	\N
nm01869491	Ron Crawford	1936	\N	actor,art_department,director	tt0344854,tt1747958,tt4594658,tt3722188	https://image.tmdb.org/t/p/{width_variable}/gnqzq1wLyv5KmF86nStCQBcLqej.jpg
nm01873371	Bruno Cremer	1929	2010	actor	tt0098534,tt0097995,tt0076740,tt0065584	https://image.tmdb.org/t/p/{width_variable}/nJKNyrnUKN3WtbX4ERaShXVkBsd.jpg
nm01876401	Mark Creter	\N	\N	actor,producer	tt0097666,tt2298224	\N
nm01876471	Claude Creton	\N	\N	cinematographer	tt0097853,tt7373632,tt0060189	\N
nm01879941	N.J. Crisp	1923	2005	writer,script_department,miscellaneous	tt0068054,tt0207871,tt0173591,tt0940794	\N
nm01880991	Giovanni Cristiani	\N	\N	composer,soundtrack	tt0094997,tt6551556,tt0422295,tt0335266	\N
nm01884321	Todd Crockett	\N	\N	cinematographer,camera_department,visual_effects	tt0109566,tt0099017,tt0149399,tt1431191	\N
nm01889281	Anna Cropper	1938	2007	actress	tt0499368,tt0161179,tt0068108,tt0065593	https://image.tmdb.org/t/p/{width_variable}/6sO0kc6OLtzfHMN5L0TUjHmRYEM.jpg
nm01893691	Guy Crossman	\N	\N	editor,editorial_department	tt0199184,tt1300540,tt2214891,tt3174914	\N
nm01895361	Emilia Crow	1956	\N	actress,producer	tt0106145,tt0097631,tt0086250,tt0091213	https://image.tmdb.org/t/p/{width_variable}/4spPaCMJpn9r3e0hokiDSjNOmue.jpg
nm01896101	Christopher Crowe	1948	\N	writer,producer,miscellaneous	tt0116287,tt0098815,tt0106165,tt0104691	\N
nm01899431	Frank Crudele	1954	\N	actor	tt0107413,tt2626350,tt15426228,tt0979432	https://image.tmdb.org/t/p/{width_variable}/flYq1atbQpNZp2lWdKMEtP8uV9x.jpg
nm01909301	Allan Cubitt	\N	\N	writer,producer,director	tt0103516,tt8359610,tt0926380,tt2294189	\N
nm01911831	Amalio Cuevas	\N	\N	writer,director	tt0349248,tt0255725,tt0096899	\N
nm01912801	Luowen Cui	\N	\N	actor	tt0093989,tt0105197	\N
nm01913281	Serge Cukier	\N	\N	writer,assistant_director,director	tt0087903,tt0096871,tt0163653,tt5115028	\N
nm01917351	James R. Sweeney	\N	\N	actor	tt0103213,tt0095840,tt0084010,tt0089280	\N
